0,-464274.999741438,45,10633679.3037861,90,16077514.6642386,1.97436012309966,-375618.613341311
0,-464274.999741438,1.97436012309966,-375618.613341311,45,10633679.3037861,3.12947957456015,-247774.099662318
1.97436012309966,-375618.613341311,3.12947957456015,-247774.099662318,45,10633679.3037861,4.77075627880638,11923.5743250631
