Time,Thrust,Orbit Speed,Speed X,Speed Y,Speed Z,Dist,Pos X,Pos Y,Pos Z,Fac X,Fac Y,Fac Z,Mass,Height,Gravity,,Px,Py,Pz,T,Tx,Ty,Tz,Gx,Gy,Gz,Nx,Ny,Nz,Vx,Vy,Vz,V,Vdiff
124337.6533,0,199.2139997,46.30441342,0.099467002,-193.757862,1592879.143,-1328806.056,-819410.1424,-316394.4482,-0.834342826,-0.514318526,-0.198365031,7.440000057,129.1417369,9.818658042,,-0.834216495,-0.514420787,-0.198630542,12.87369359,-10.74107389,-6.62117911,-2.553690623,8.190886529,5.050921815,1.950285379,-2.550187359,-1.570257295,-0.603405244,46.25340967,0.068061856,-193.7699301,199.2138759,-1.02335E-06
124337.6733,95.78028107,199.2138769,46.25339245,0.06804193,-193.7699353,1592879.14,-1328805.131,-819410.1411,-316398.3236,-0.834340562,-0.514321387,-0.198367415,7.439265728,129.1392117,9.818658074,,-0.834215916,-0.514420787,-0.198632976,12.87623331,-10.74316374,-6.622522175,-2.554225112,8.19088084,5.050921815,1.950309271,-2.552282898,-1.57160036,-0.603915841,46.20234679,0.036609923,-193.7820136,199.2137721,-1.96386E-07
124337.6933,95.78026581,199.2137723,46.20234675,0.036609787,-193.7820138,1592879.139,-1328804.207,-819410.1404,-316402.1992,-0.83433844,-0.514323354,-0.198369993,7.438531399,129.137638,9.818658091,,-0.834215337,-0.514420787,-0.198635409,12.87750355,-10.74419622,-6.623200815,-2.554510283,8.190875166,5.050921824,1.950333166,-2.553321058,-1.572278991,-0.604177117,46.15128033,0.005164207,-193.7940974,199.2136865,1.68135E-07
124337.7133,95.78025818,199.2136863,46.15127849,0.005167291,-193.7940976,1592879.138,-1328803.284,-819410.1403,-316406.0751,-0.834337579,-0.514323711,-0.198372692,7.43779707,129.1371748,9.818658093,,-0.834214757,-0.514420787,-0.198637842,12.87877424,-10.74524532,-6.623858965,-2.554797114,8.190869478,5.050921825,1.950357058,-2.554375846,-1.57293714,-0.604440057,46.10019098,-0.026291451,-193.8061864,199.2136195,5.8712E-08
124337.7333,95.78025818,199.2136195,46.10018907,-0.026288237,-193.8061868,1592879.14,-1328802.362,-819410.1408,-316409.9512,-0.834337289,-0.514323473,-0.198376083,7.437063217,129.1379704,9.81865808,,-0.834214178,-0.514420787,-0.198640276,12.88004703,-10.74630352,-6.624510521,-2.555093275,8.190863779,5.050921818,1.950380947,-2.55543974,-1.573588703,-0.604712329,46.04908027,-0.057760011,-193.8182811,199.2135718,-2.013E-08
124337.7533,95.78026581,199.2135719,46.04907932,-0.05775821,-193.8182813,1592879.142,-1328801.441,-819410.1419,-316413.8276,-0.834336789,-0.514322817,-0.198379425,7.436328888,129.1401121,9.818658051,,-0.834213599,-0.514420787,-0.198642709,12.88131905,-10.74735837,-6.625156303,-2.555388669,8.190858066,5.050921803,1.950404833,-2.556500302,-1.5742345,-0.604983836,45.99794931,-0.0892429,-193.830381,199.2135435,-2.18076E-07
124337.7733,95.78026581,199.2135437,45.9979493,-0.089242657,-193.8303812,1592879.145,-1328800.521,-819410.1437,-316417.7042,-0.834335893,-0.514322877,-0.198383304,7.435594559,129.1436219,9.818658008,,-0.834213019,-0.514420787,-0.198645142,12.88259151,-10.7484085,-6.625811529,-2.555691072,8.190852341,5.05092178,1.950428715,-2.55755616,-1.574889749,-0.605262356,45.94679818,-0.120740452,-193.8424865,199.2135347,-2.62194E-07
124337.7933,95.78027344,199.2135349,45.94679877,-0.120741045,-193.8424866,1592879.15,-1328799.602,-819410.1461,-316421.5811,-0.834334815,-0.514322996,-0.198387684,7.434860706,129.1484667,9.818657949,,-0.83421244,-0.514420787,-0.198647575,12.88386506,-10.74945717,-6.626468078,-2.556000147,8.190846602,5.05092175,1.950452595,-2.558610564,-1.575546329,-0.605547552,45.89562656,-0.152251972,-193.8545975,199.2135455,-3.39425E-07
124337.8133,95.78028107,199.2135458,45.89562725,-0.152252744,-193.8545977,1592879.156,-1328798.684,-819410.1492,-316425.4582,-0.834333471,-0.514323592,-0.198391739,7.434126377,129.1545916,9.818657874,,-0.83421186,-0.514420787,-0.198650009,12.88514193,-10.7505052,-6.627132485,-2.55630572,8.190840851,5.050921711,1.950476472,-2.559664348,-1.576210774,-0.605829248,45.84443396,-0.183776959,-193.8667143,199.2135759,-3.19746E-07
124337.8333,95.78031158,199.2135762,45.84443446,-0.1837773,-193.8667145,1592879.163,-1328797.767,-819410.1529,-316429.3355,-0.834332123,-0.514324069,-0.198395963,7.433392048,129.1619457,9.818657785,,-0.834211281,-0.514420787,-0.198652442,12.88641598,-10.75155081,-6.627793903,-2.556612913,8.190835088,5.050921665,1.950500345,-2.560715718,-1.576872238,-0.606112568,45.79322014,-0.215314745,-193.8788368,199.2136258,-2.93323E-07
124337.8533,95.78031921,199.2136261,45.79322051,-0.215314722,-193.878837,1592879.172,-1328796.851,-819410.1572,-316433.2131,-0.834330746,-0.514324605,-0.198400461,7.432657719,129.1704971,9.81865768,,-0.834210702,-0.514420787,-0.198654875,12.88769151,-10.75259727,-6.62845685,-2.556923931,8.190829311,5.050921611,1.950524216,-2.561767955,-1.57753524,-0.606399716,45.74198515,-0.246865426,-193.890965,199.2136954,-2.75535E-07
124337.8733,95.7803421,199.2136957,45.74198542,-0.24686502,-193.8909652,1592879.182,-1328795.937,-819410.1621,-316437.0909,-0.834329412,-0.514324725,-0.198404917,7.431923866,129.1802383,9.81865756,,-0.834210122,-0.514420787,-0.198657308,12.88896811,-10.75364518,-6.629114976,-2.557234648,8.190823522,5.050921549,1.950548083,-2.562821661,-1.578193428,-0.606686565,45.69072899,-0.278428888,-193.9030989,199.2137847,-1.05544E-07
124337.8933,95.78036499,199.2137848,45.6907292,-0.278428478,-193.903099,1592879.193,-1328795.023,-819410.1677,-316440.969,-0.83432813,-0.514325082,-0.198409733,7.431189537,129.1911832,9.818657425,,-0.834209543,-0.514420787,-0.198659742,12.89024703,-10.7546957,-6.629777362,-2.557550474,8.19081772,5.050921479,1.950571948,-2.563877978,-1.578855883,-0.606978526,45.63945164,-0.310005595,-193.9152386,199.2138936,-3.29408E-07
124337.9133,95.78040314,199.2138939,45.63945211,-0.310005142,-193.9152388,1592879.205,-1328794.11,-819410.1739,-316444.8473,-0.834326916,-0.514325321,-0.198414404,7.430455208,129.2033499,9.818657275,,-0.834208963,-0.514420787,-0.198662175,12.89152311,-10.75574472,-6.630436757,-2.557863874,8.190811905,5.050921401,1.950595809,-2.564932815,-1.579515357,-0.607268065,45.58815345,-0.341595449,-193.9273842,199.2140225,-4.23273E-08
124337.9333,95.7804184,199.2140225,45.58815391,-0.34159516,-193.9273841,1592879.218,-1328793.198,-819410.1807,-316448.7258,-0.834325517,-0.514325559,-0.198418922,7.429720879,129.2167587,9.818657109,,-0.834208384,-0.514420787,-0.198664608,12.89280272,-10.7567943,-6.63109797,-2.558176013,8.190806078,5.050921315,1.950619668,-2.565988221,-1.580176655,-0.607556346,45.53683414,-0.373198693,-193.9395352,199.2141708,-2.40821E-07
124337.9533,95.78046417,199.2141711,45.53683479,-0.373198415,-193.9395353,1592879.233,-1328792.288,-819410.1882,-316452.6046,-0.834324089,-0.514325857,-0.198423712,7.428987026,129.2314207,9.818656928,,-0.834207804,-0.514420787,-0.198667041,12.89408342,-10.7578444,-6.631760508,-2.558491902,8.190800238,5.050921221,1.950643523,-2.567044162,-1.580839287,-0.607848379,45.48549391,-0.4048152,-193.9516923,199.2143393,-1.91799E-07
124337.9733,95.78050995,199.2143395,45.48549443,-0.404814802,-193.9516924,1592879.249,-1328791.378,-819410.1963,-316456.4836,-0.834322761,-0.514326274,-0.198428654,7.428252697,129.24734,9.818656732,,-0.834207225,-0.514420787,-0.198669475,12.89536437,-10.75889601,-6.632424714,-2.558809794,8.190794384,5.05092112,1.950667375,-2.568101625,-1.581503594,-0.608142419,45.4341324,-0.436444874,-193.9638552,199.2145276,-1.79225E-07
124337.9933,95.78055573,199.2145278,45.43413308,-0.436444402,-193.9638552,1592879.266,-1328790.469,-819410.205,-316460.3629,-0.834321352,-0.514326453,-0.198433509,7.427518368,129.2645122,9.81865652,,-0.834206645,-0.514420787,-0.198671908,12.89664475,-10.75994608,-6.633085551,-2.559126466,8.190788518,5.05092101,1.950691224,-2.569157563,-1.58216454,-0.608435242,45.38274993,-0.468087693,-193.9760239,199.2147358,-1.53628E-07
124338.0133,95.7806015,199.214736,45.38275101,-0.468087175,-193.9760238,1592879.284,-1328789.562,-819410.2143,-316464.2424,-0.834320193,-0.51432687,-0.198438455,7.426784515,129.2829317,9.818656293,,-0.834206066,-0.514420787,-0.198674341,12.89792723,-10.76100114,-6.633750547,-2.559444752,8.19078264,5.050920893,1.95071507,-2.570218498,-1.582829655,-0.608729681,45.33134664,-0.499743768,-193.9881984,199.214964,-2.71943E-07
124338.0333,95.78065491,199.2149642,45.33134775,-0.499743113,-193.9881985,1592879.304,-1328788.655,-819410.2243,-316468.1222,-0.834318721,-0.514326811,-0.198443287,7.426050186,129.3025919,9.818656051,,-0.834205487,-0.514420786,-0.198676774,12.89920997,-10.76205237,-6.634409525,-2.559761622,8.190776748,5.050920768,1.950738913,-2.571275618,-1.583488757,-0.609022708,45.27992223,-0.531412888,-194.0003789,199.2152122,-3.41938E-07
124338.0533,95.78070831,199.2152126,45.27992346,-0.531412235,-194.000379,1592879.325,-1328787.749,-819410.235,-316472.0022,-0.834317639,-0.514327645,-0.198448488,7.425315857,129.3234895,9.818655793,,-0.834204907,-0.514420786,-0.198679208,12.90049296,-10.76310883,-6.635080167,-2.560083326,8.190770844,5.050920634,1.950762753,-2.572337985,-1.584159532,-0.609320573,45.2284767,-0.563095426,-194.0125654,199.2154806,-2.6156E-07
124338.0733,95.78076172,199.2154809,45.22847817,-0.563094513,-194.0125653,1592879.347,-1328786.845,-819410.2462,-316475.8825,-0.834315963,-0.514327586,-0.198453103,7.424581528,129.3456228,9.818655521,,-0.834204328,-0.514420786,-0.198681641,12.90177537,-10.76415714,-6.63573898,-2.560397359,8.190764926,5.050920493,1.95078659,-2.573392218,-1.584818487,-0.609610769,45.17701032,-0.594790883,-194.0247575,199.2157689,-2.34093E-07
124338.0933,95.78081512,199.2157691,45.17701196,-0.594789944,-194.0247574,1592879.371,-1328785.941,-819410.2581,-316479.763,-0.834314685,-0.514327824,-0.198458489,7.423847675,129.3689956,9.818655232,,-0.834203748,-0.514420786,-0.198684074,12.9030599,-10.76521236,-6.636402724,-2.560721768,8.190758996,5.050920344,1.950810424,-2.574453366,-1.585482379,-0.609911344,45.1255229,-0.626499591,-194.0369556,199.2160773,-2.92982E-07
124338.1133,95.78087616,199.2160776,45.12552478,-0.626498498,-194.0369555,1592879.395,-1328785.039,-819410.2707,-316483.6437,-0.834312994,-0.514328301,-0.198463609,7.423113346,129.3936099,9.818654929,,-0.834203169,-0.514420786,-0.198686507,12.90434777,-10.76626502,-6.637071261,-2.561043431,8.190753053,5.050920187,1.950834255,-2.575511969,-1.586151074,-0.610209176,45.07401454,-0.65822152,-194.0491597,199.216406,-2.81798E-07
124338.1333,95.78096008,199.2164063,45.07401653,-0.65822038,-194.0491595,1592879.421,-1328784.137,-819410.2838,-316487.5247,-0.834311738,-0.514328659,-0.198468974,7.422379017,129.4194689,9.81865461,,-0.834202589,-0.514420786,-0.198688941,12.90563403,-10.76732196,-6.637737438,-2.561367948,8.190747098,5.050920022,1.950858083,-2.576574863,-1.586817415,-0.610509865,45.02248503,-0.689956729,-194.0613697,199.2167548,-2.87014E-07
124338.1533,95.78103638,199.2167551,45.02248711,-0.689955476,-194.0613695,1592879.448,-1328783.237,-819410.2976,-316491.4059,-0.834310319,-0.514328778,-0.198474166,7.421645164,129.4465739,9.818654276,,-0.83420201,-0.514420786,-0.198691374,12.90692137,-10.76837769,-6.638401095,-2.561690454,8.190741129,5.05091985,1.950881907,-2.577636561,-1.587481246,-0.610808547,44.97093438,-0.721705101,-194.0735857,199.2171239,-2.75258E-07
124338.1733,95.78111267,199.2171242,44.97093683,-0.721703698,-194.0735854,1592879.476,-1328782.337,-819410.3121,-316495.2874,-0.834308856,-0.514329195,-0.198479398,7.420910835,129.4749265,9.818653926,,-0.83420143,-0.514420786,-0.198693807,12.90820897,-10.76943307,-6.639068731,-2.562013552,8.190735148,5.050919669,1.950905729,-2.578697919,-1.588149062,-0.611107823,44.91936287,-0.753466679,-194.0858076,199.2175132,-2.16393E-07
124338.1933,95.78118896,199.2175134,44.91936546,-0.753465073,-194.0858072,1592879.506,-1328781.439,-819410.3271,-316499.1691,-0.834307394,-0.514329672,-0.198484631,7.420176506,129.5045269,9.818653561,,-0.834200851,-0.514420786,-0.19869624,12.90949889,-10.77049037,-6.639738326,-2.562337122,8.190729153,5.05091948,1.950929547,-2.579761215,-1.588818846,-0.611407575,44.86777023,-0.78524145,-194.0980354,199.2179227,-2.09074E-07
124338.2133,95.78128052,199.2179229,44.86777311,-0.785239715,-194.0980349,1592879.537,-1328780.542,-819410.3428,-316503.0511,-0.834305918,-0.51432997,-0.198490285,7.419442177,129.5353736,9.818653181,,-0.834200271,-0.514420786,-0.198698674,12.91078617,-10.77154531,-6.64040426,-2.562665623,8.190723146,5.050919284,1.950953363,-2.580822164,-1.589484977,-0.61171226,44.81615667,-0.817029414,-194.1102692,199.2183526,-2.05081E-07
124338.2333,95.78135681,199.2183528,44.81615993,-0.817027431,-194.1102686,1592879.569,-1328779.645,-819410.3592,-316506.9333,-0.83430434,-0.514330089,-0.198495872,7.418708324,129.567467,9.818652785,,-0.834199692,-0.514420786,-0.198701107,12.91207659,-10.77260153,-6.641069503,-2.562993905,8.190717126,5.050919079,1.950977175,-2.581884407,-1.590150424,-0.61201673,44.76452225,-0.84883044,-194.122509,199.2188029,-1.23027E-07
124338.2533,95.78144836,199.2188031,44.76452554,-0.848828465,-194.1225083,1592879.602,-1328778.75,-819410.3761,-316510.8157,-0.834303016,-0.514330506,-0.198501383,7.417973995,129.6008072,9.818652374,,-0.834199112,-0.514420785,-0.19870354,12.9133683,-10.77366212,-6.641739254,-2.563321465,8.190711093,5.050918866,1.951000984,-2.582951026,-1.590820388,-0.612320481,44.71286652,-0.880644873,-194.1347547,199.2192736,-2.10824E-07
124338.2733,95.78154755,199.2192738,44.7128701,-0.880642616,-194.1347541,1592879.637,-1328777.856,-819410.3938,-316514.6984,-0.834301488,-0.514330685,-0.198506677,7.417239666,129.6353944,9.818651948,,-0.834198533,-0.514420785,-0.198705973,12.91465943,-10.77471958,-6.642405632,-2.563646124,8.190705047,5.050918646,1.951024791,-2.584014535,-1.591486986,-0.612621334,44.6611898,-0.912472355,-194.1470066,199.2197647,-3.29136E-07
124338.2933,95.78164673,199.219765,44.66119375,-0.912470116,-194.147006,1592879.673,-1328776.963,-819410.412,-316518.5814,-0.834299809,-0.514330983,-0.198512114,7.416505814,129.671229,9.818651506,,-0.834197953,-0.514420785,-0.198708406,12.91595165,-10.77577599,-6.643074109,-2.563972861,8.190698989,5.050918418,1.951048594,-2.585076998,-1.592155691,-0.612924267,44.60949221,-0.94431323,-194.1592645,199.2202764,-1.96194E-07
124338.3133,95.78174591,199.2202766,44.60949622,-0.944310734,-194.1592638,1592879.71,-1328776.07,-819410.4309,-316522.4645,-0.834298478,-0.514331341,-0.198517877,7.415771484,129.7083126,9.818651049,,-0.834197374,-0.514420785,-0.19871084,12.91724618,-10.77683882,-6.643744546,-2.564304289,8.190692917,5.050918181,1.951072394,-2.586145904,-1.592826365,-0.613231895,44.5577733,-0.976167261,-194.1715284,199.2208084,-3.16212E-07
124338.3333,95.78186035,199.2208088,44.55777812,-0.976164579,-194.1715277,1592879.748,-1328775.179,-819410.4504,-316526.348,-0.834296853,-0.514331698,-0.19852359,7.415037155,129.7466455,9.818650577,,-0.834196794,-0.514420785,-0.198713273,12.91853994,-10.77789721,-6.644414587,-2.564634922,8.190686833,5.050917937,1.951096191,-2.587210381,-1.59349665,-0.613538731,44.50603392,-1.008034512,-194.1837984,199.2213612,-1.79687E-07
124338.3533,95.78196716,199.2213614,44.50603865,-1.0080315,-194.1837975,1592879.788,-1328774.289,-819410.4706,-316530.2317,-0.834295214,-0.514331996,-0.19852907,7.414302826,129.7862275,9.818650089,,-0.834196215,-0.514420785,-0.198715706,12.91983312,-10.77895494,-6.645083563,-2.564962453,8.190680735,5.050917685,1.951119985,-2.588274204,-1.594165879,-0.613842468,44.45427317,-1.039914818,-194.1960744,199.2219344,-4.57496E-08
124338.3733,95.78207397,199.2219344,44.45427818,-1.039911728,-194.1960733,1592879.829,-1328773.4,-819410.4914,-316534.1156,-0.834293726,-0.514332175,-0.198535145,7.413568974,129.8270615,9.818649585,,-0.834195635,-0.514420785,-0.198718139,12.92113048,-10.7800181,-6.645753147,-2.565298513,8.190674625,5.050917424,1.951143775,-2.58934347,-1.594835723,-0.614154737,44.40249131,-1.071808443,-194.2083564,199.2225281,-2.13482E-07
124338.3933,95.78220367,199.2225283,44.40249682,-1.071805211,-194.2083554,1592879.871,-1328772.512,-819410.5128,-316537.9997,-0.834292065,-0.514332712,-0.198540646,7.412834644,129.8691455,9.818649066,,-0.834195055,-0.514420785,-0.198720572,12.92242604,-10.78107751,-6.646426426,-2.565626809,8.190668502,5.050917156,1.951167563,-2.590409009,-1.59550927,-0.614459246,44.35068864,-1.103715397,-194.2206446,199.2231426,-2.05912E-07
124338.4133,95.78231812,199.2231428,44.35069445,-1.103711948,-194.2206435,1592879.914,-1328771.625,-819410.5349,-316541.8842,-0.834290583,-0.514333069,-0.198546552,7.412100315,129.9124817,9.818648532,,-0.834194476,-0.514420784,-0.198723006,12.92372391,-10.78214115,-6.647098587,-2.565960823,8.190662366,5.05091688,1.951191348,-2.591478785,-1.596181707,-0.614769475,44.29886487,-1.135635582,-194.2329389,199.2237778,-7.78487E-08
124338.4333,95.78244781,199.2237779,44.29887088,-1.135631858,-194.2329376,1592879.959,-1328770.739,-819410.5576,-316545.7688,-0.834288969,-0.514333129,-0.198552581,7.411365986,129.9570692,9.818647982,,-0.834193896,-0.514420784,-0.198725439,12.92502018,-10.78320177,-6.647766072,-2.56629612,8.190656217,5.050916596,1.951215129,-2.592545551,-1.596849476,-0.61508099,44.24701997,-1.167568848,-194.2452392,199.2244336,-2.01149E-07
124338.4533,95.78256989,199.2244338,44.24702641,-1.167564935,-194.245238,1592880.004,-1328769.854,-819410.581,-316549.6537,-0.834287451,-0.514333606,-0.198558276,7.410632133,130.0029091,9.818647417,,-0.834193317,-0.514420784,-0.198727872,12.9263196,-10.78426622,-6.648440569,-2.566627732,8.190650055,5.050916304,1.951238908,-2.593616168,-1.597524265,-0.615388825,44.19515409,-1.19951542,-194.2575458,199.2251103,-2.38048E-07
124338.4733,95.78270721,199.2251105,44.19516093,-1.199511311,-194.2575445,1592880.052,-1328768.97,-819410.6049,-316553.5389,-0.834285825,-0.514333904,-0.198564726,7.409897804,130.0500022,9.818646837,,-0.834192737,-0.514420784,-0.198730305,12.92761824,-10.78532865,-6.649112358,-2.566968978,8.19064388,5.050916004,1.951262683,-2.594684771,-1.598196355,-0.615706295,44.14326723,-1.231475239,-194.2698586,199.2258079,-1.32501E-07
124338.4933,95.78283691,199.225808,44.14327445,-1.231470861,-194.2698571,1592880.1,-1328768.087,-819410.6296,-316557.4243,-0.834284097,-0.514334261,-0.198570372,7.409163475,130.0983479,9.818646241,,-0.834192158,-0.514420784,-0.198732738,12.92891837,-10.78639099,-6.649785683,-2.567300137,8.190637692,5.050915696,1.951286455,-2.595753293,-1.598869987,-0.616013682,44.09135938,-1.263448261,-194.2821774,199.2265262,-1.88937E-07
124338.5133,95.78298187,199.2265263,44.09136688,-1.263443651,-194.2821759,1592880.149,-1328767.205,-819410.6548,-316561.3099,-0.834282666,-0.514334559,-0.198576639,7.408429623,130.147948,9.818645629,,-0.834191578,-0.514420784,-0.198735172,12.93021959,-10.78745808,-6.650458798,-2.567639547,8.190631491,5.050915379,1.951310224,-2.596826585,-1.599543419,-0.616329322,44.03943035,-1.29543452,-194.2945025,199.2272654,-8.32233E-08
124338.5333,95.78312683,199.2272655,44.03943807,-1.295429763,-194.2945009,1592880.2,-1328766.325,-819410.6808,-316565.1958,-0.834281009,-0.514334857,-0.198582709,7.407695293,130.1988018,9.818645002,,-0.834190998,-0.514420784,-0.198737605,12.9315221,-10.78852331,-6.651132577,-2.567976689,8.190625278,5.050915055,1.951333991,-2.597898036,-1.600217522,-0.616642698,43.98748011,-1.327434114,-194.3068337,199.2280254,-1.52581E-07
124338.5533,95.78327942,199.2280256,43.98748873,-1.327428992,-194.306832,1592880.252,-1328765.445,-819410.7073,-316569.082,-0.834279319,-0.514335275,-0.198589221,7.406960964,130.2509118,9.81864436,,-0.834190419,-0.514420783,-0.198740038,12.93282487,-10.78958832,-6.651808031,-2.56831961,8.190619051,5.050914723,1.951357754,-2.598969269,-1.600893308,-0.616961857,43.93550935,-1.359446858,-194.3191712,199.2288066,-1.3675E-07
124338.5733,95.78343201,199.2288067,43.93551834,-1.359441521,-194.3191693,1592880.306,-1328764.566,-819410.7345,-316572.9683,-0.834277665,-0.514335513,-0.198595206,7.406226635,130.3042759,9.818643702,,-0.834189839,-0.514420783,-0.198742471,12.93412706,-10.79065332,-6.652480878,-2.568655631,8.190612811,5.050914383,1.951381513,-2.600040505,-1.601566495,-0.617274118,43.88351753,-1.391472851,-194.3315148,199.2296086,-1.28466E-07
124338.5933,95.78358459,199.2296088,43.88352676,-1.391467147,-194.3315129,1592880.36,-1328763.689,-819410.7623,-316576.855,-0.834275878,-0.514335871,-0.198601399,7.405492783,130.3588966,9.818643029,,-0.83418926,-0.514420783,-0.198744904,12.93543034,-10.7917175,-6.653155829,-2.568994561,8.190606559,5.050914035,1.95140527,-2.601110944,-1.602241794,-0.617589291,43.83150454,-1.423511982,-194.3438647,199.2304317,-7.3722E-08
124338.6133,95.78373718,199.2304318,43.83151409,-1.423506113,-194.3438627,1592880.416,-1328762.812,-819410.7908,-316580.7418,-0.83427399,-0.51433599,-0.198607441,7.404758453,130.4147733,9.81864234,,-0.83418868,-0.514420783,-0.198747338,12.93673595,-10.79278231,-6.653828889,-2.569332019,8.190600293,5.050913679,1.951429024,-2.60218202,-1.60291521,-0.617902996,43.77947045,-1.455564418,-194.3562207,199.2312757,-3.34121E-07
124338.6333,95.78390503,199.2312761,43.77948057,-1.455558315,-194.3562188,1592880.473,-1328761.936,-819410.8199,-316584.629,-0.834272424,-0.514336586,-0.198613998,7.404024124,130.4719083,9.818641635,,-0.8341881,-0.514420783,-0.198749771,12.93803994,-10.79384995,-6.654507294,-2.569675845,8.190594015,5.050913315,1.951452774,-2.603255932,-1.603593979,-0.61822307,43.72741545,-1.487630194,-194.3685833,199.2321412,-9.07409E-08
124338.6533,95.78406525,199.2321413,43.72742594,-1.487623732,-194.3685811,1592880.532,-1328761.062,-819410.8497,-316588.5163,-0.834270777,-0.514336824,-0.198620469,7.403290272,130.5302998,9.818640915,,-0.834187521,-0.514420783,-0.198752204,12.93934503,-10.79491743,-6.655181634,-2.570018781,8.190587723,5.050912943,1.951476522,-2.604329705,-1.604268691,-0.618542259,43.67533934,-1.519709106,-194.3809519,199.2330275,1.76661E-08
124338.6733,95.78422546,199.2330275,43.6753505,-1.519702459,-194.3809494,1592880.591,-1328760.188,-819410.88,-316592.404,-0.834269088,-0.514337122,-0.198626897,7.402555943,130.589949,9.81864018,,-0.834186941,-0.514420782,-0.198754637,12.94065347,-10.79598717,-6.65585847,-2.570361839,8.190581419,5.050912563,1.951500266,-2.605405753,-1.604945907,-0.618861573,43.62324238,-1.551801377,-194.3933267,199.2339349,4.57199E-08
124338.6933,95.78440857,199.2339349,43.62325395,-1.551794402,-194.3933241,1592880.652,-1328759.316,-819410.9111,-316596.2918,-0.834267294,-0.51433742,-0.198633342,7.401821613,130.6508569,9.818639429,,-0.834186362,-0.514420782,-0.19875707,12.94196114,-10.7970549,-6.65653491,-2.570704993,8.190575101,5.050912175,1.951524007,-2.606479795,-1.605622735,-0.619180985,43.57112436,-1.583906857,-194.4057077,199.2348635,-1.27733E-07
124338.7133,95.78458405,199.2348636,43.57113618,-1.583899545,-194.4057053,1592880.715,-1328758.444,-819410.9428,-316600.1799,-0.834265603,-0.514337659,-0.198639854,7.401087284,130.7130239,9.818638663,,-0.834185782,-0.514420782,-0.198759503,12.94326927,-10.79812434,-6.657210814,-2.571049112,8.190568771,5.050911779,1.951547746,-2.607555565,-1.606299035,-0.619501366,43.51898506,-1.616025526,-194.4180953,199.2358135,-1.4693E-08
124338.7333,95.78476715,199.2358135,43.51899765,-1.616017977,-194.4180925,1592880.778,-1328757.574,-819410.9751,-316604.0683,-0.834263825,-0.514338195,-0.198646447,7.400353432,130.7764512,9.818637881,,-0.834185202,-0.514420782,-0.198761937,12.94457746,-10.7991927,-6.657890609,-2.571394319,8.190562427,5.050911375,1.951571481,-2.608630272,-1.606979234,-0.619822838,43.46682504,-1.648157562,-194.430489,199.2367846,1.36393E-07
124338.7533,95.78494263,199.2367845,43.46683793,-1.648149688,-194.430486,1592880.843,-1328756.705,-819411.008,-316607.9569,-0.83426215,-0.514338374,-0.198653107,7.399619102,130.8411372,9.818637083,,-0.834184623,-0.514420782,-0.19876437,12.945889,-10.80026519,-6.6585675,-2.571741067,8.190556071,5.050910962,1.951595213,-2.609709124,-1.607656537,-0.620145855,43.41464375,-1.680302819,-194.442889,199.237777,-5.00578E-08
124338.7733,95.78514099,199.237777,43.41465736,-1.680294674,-194.442886,1592880.909,-1328755.836,-819411.0416,-316611.8458,-0.834260307,-0.514338791,-0.198659761,7.398884773,130.9070841,9.81863627,,-0.834184043,-0.514420781,-0.198766803,12.94719894,-10.80133416,-6.659246652,-2.57208745,8.190549701,5.050910542,1.951618941,-2.610784463,-1.60833611,-0.620468508,43.36244167,-1.712461396,-194.4552954,199.2387909,3.54747E-08
124338.7933,95.78533173,199.2387908,43.3624557,-1.712452843,-194.4552923,1592880.976,-1328754.969,-819411.0759,-316615.7349,-0.834258253,-0.514339089,-0.198666452,7.398150921,130.9742924,9.818635442,,-0.834183463,-0.514420781,-0.198769236,12.948511,-10.80240216,-6.659925355,-2.572434737,8.190543319,5.050910114,1.951642667,-2.611858839,-1.609015241,-0.62079207,43.31021852,-1.744633148,-194.4677082,199.2398261,3.27956E-08
124338.8133,95.78553009,199.239826,43.31023318,-1.744624302,-194.4677049,1592881.044,-1328754.103,-819411.1108,-316619.6242,-0.834256616,-0.514339447,-0.198673239,7.397416592,131.0427619,9.818634598,,-0.834182884,-0.514420781,-0.198771669,12.94982332,-10.80347579,-6.660604966,-2.572783345,8.190536923,5.050909678,1.95166639,-2.612938863,-1.609695288,-0.621116956,43.2579744,-1.776818208,-194.4801273,199.2408827,3.06457E-08
124338.8333,95.78572845,199.2408827,43.25798966,-1.776808995,-194.4801239,1592881.114,-1328753.238,-819411.1463,-316623.5138,-0.834254822,-0.514339745,-0.198679684,7.396682262,131.1124943,9.818633738,,-0.834182304,-0.514420781,-0.198774103,12.95113694,-10.80454844,-6.661284469,-2.573127799,8.190530515,5.050909234,1.951690109,-2.614017921,-1.610375236,-0.62143769,43.2057093,-1.8090165,-194.4925527,199.2419607,1.61534E-07
124338.8533,95.78593445,199.2419606,43.20572507,-1.809007003,-194.4925491,1592881.185,-1328752.374,-819411.1825,-316627.4037,-0.834253034,-0.514340222,-0.198686615,7.395947933,131.1834884,9.818632863,,-0.834181724,-0.514420781,-0.198776536,12.95245101,-10.80562155,-6.661966525,-2.573478644,8.190524093,5.050908781,1.951713826,-2.615097455,-1.611057744,-0.621764818,43.15342312,-1.841228158,-194.5049844,199.2430601,1.33066E-07
