177.001,5027823.68413847
177.002,5021115.02303561
177.003,5014437.25526095
177.004,5007750.29520322
177.005,5001064.00291231
177.006,4994390.23809965
177.007,4987710.97060973
177.008,4981070.81601485
177.009,4974350.0233184
177.01,4967655.0866343
177.011,4960981.36882139
177.012,4954367.63497715
177.013,4947638.47131376
177.014,4940965.33189954
177.015,4934253.37420354
177.016,4927603.25771583
177.017,4920885.56259033
177.018,4914252.03494896
177.019,4907511.14174449
177.02,4900863.28098181
177.021,4894164.06386689
177.022,4887482.05535343
177.023,4880790.84866034
177.024,4874120.2899975
177.025,4867431.30482013
177.026,4860735.97940412
177.027,4854080.58678685
177.028,4847382.25517593
177.029,4840670.38930321
177.03,4833978.69881101
177.031,4827336.58175029
177.032,4820606.13987097
177.033,4813950.2710168
177.034,4807217.10049435
177.035,4800547.60497829
177.036,4793882.82115307
177.037,4787183.92548429
177.038,4780504.13486101
177.039,4773766.76696217
177.04,4767103.08479026
177.041,4760387.82379129
177.042,4753718.49449874
177.043,4747012.06912033
177.044,4740297.629105
177.045,4733585.09136572
177.046,4726896.06959711
177.047,4720213.54034805
177.048,4713523.94411436
177.049,4706802.40417311
177.05,4700116.66068749
177.051,4693407.5466821
177.052,4686719.46109211
177.053,4680023.63702912
177.054,4673300.84374147
177.055,4666608.80300756
177.056,4659920.75909011
177.057,4653246.63455755
177.058,4646537.87948434
177.059,4639807.67147956
177.06,4633111.56600938
177.061,4626408.48722654
177.062,4619702.31672087
177.063,4613006.6283808
177.064,4606297.67059139
177.065,4599541.40767179
177.066,4592875.62842534
177.067,4586191.17071177
177.068,4579402.35087285
177.069,4572772.52031421
177.07,4566048.09649974
177.071,4559356.07631801
177.072,4552661.59135657
177.073,4545907.67680709
177.074,4539241.36051414
177.075,4532497.17052399
177.076,4525794.73238607
177.077,4519085.04987394
177.078,4512383.58869063
177.079,4505616.393702
177.08,4498928.66203991
177.081,4492206.8276701
177.082,4485514.04024109
177.083,4478753.83867586
177.084,4472118.01226463
177.085,4465413.63832167
177.086,4458655.13182628
177.087,4451941.7849882
177.088,4445255.05640385
177.089,4438505.90191446
177.09,4431773.87908568
177.091,4425086.14380143
177.092,4418316.18784023
177.093,4411627.23841996
177.094,4404912.67535724
177.095,4398217.57332231
177.096,4391451.53849461
177.097,4384768.74986414
177.098,4378072.01342537
177.099,4371307.08991967
177.1,4364619.8432336
177.101,4357839.13662587
177.102,4351135.89928454
177.103,4344426.36490355
177.104,4337718.43573605
177.105,4330967.7722592
177.106,4324255.58544686
177.107,4317509.34581725
177.108,4310777.81794409
177.109,4304071.52012115
177.11,4297339.45912623
177.111,4290606.7992614
177.112,4283898.5814619
177.113,4277166.59875738
177.114,4270392.37888127
177.115,4263711.37342348
177.116,4257000.0495759
177.117,4250249.24647675
177.118,4243495.42517063
177.119,4236805.0361787
177.12,4230082.33481875
177.121,4223330.29149426
177.122,4216556.74619285
177.123,4209828.77626516
177.124,4203116.88044777
177.125,4196390.15948972
177.126,4189658.57431169
177.127,4182912.66340472
177.128,4176187.39234473
177.129,4169401.71317002
177.13,4162715.71024447
177.131,4155968.15720153
177.132,4149254.11026512
177.133,4142460.66659515
177.134,4135711.61807278
